"federal_district";"federal_district_short";"region_code";"region_name";"okato";"id";"name";"name_short";"year";"e1";"e2";"e3";"e4";"e5";"e6";"e8";"ege_budg";"wos";"scopus";"rsci";"rnd";"total_income";"square";"phd_share";"pps";"rnd_private";"pk"
Центральный федеральный округ;ЦФО;"50";Московская область;"46000000000";1706;Федеральное государственное бюджетное образовательное учреждение высшего образования «Российский государственный аграрный заочный университет»;ФГБОУ ВО РГАЗУ;2017;53.8;136.55;6.41;3713.75;154.23;"70";41.53;0.0;3.4611;5.1986;209.5842;10958.5;298028.6;46954;84.57;139;10840.609999999999;909.75
Северо-западный федеральный округ;СЗФО;"78";г. Санкт-Петербург;"40000000000";1707;Федеральное государственное бюджетное образовательное учреждение высшего образования «Государственный университет морского и речного флота имени адмирала С.О. Макарова»;ФГБОУ ВО «ГУМРФ имени адмирала С.О. Макарова»;2013;63.71;135.08;6.32;1907.58;18.0;"98.829";5.33;64.3;0.897;2.76;200.169;102423.0;1446441.24;108656;65.15;690;31981.5;6036.9
Северо-западный федеральный округ;СЗФО;"78";г. Санкт-Петербург;"40000000000";1707;Федеральное государственное бюджетное образовательное учреждение высшего образования «Государственный университет морского и речного флота имени адмирала С.О. Макарова»;ФГБОУ ВО «ГУМРФ имени адмирала С.О. Макарова»;2014;60.7;146.32;6.4;2431.46;136.97;"75";4.54;60.75;1.0812;5.2788;367.60799999999995;88595.8;1472247.6;108656;66.67;636;21115.2;5959.6
Северо-западный федеральный округ;СЗФО;"78";г. Санкт-Петербург;"40000000000";1707;Федеральное государственное бюджетное образовательное учреждение высшего образования «Государственный университет морского и речного флота имени адмирала С.О. Макарова»;ФГБОУ ВО «ГУМРФ имени адмирала С.О. Макарова»;2015;62.62;164.1;5.7;2791.14;145.24;"70";5.05;64.42;16.2603;20.645100000000003;632.6292;92101.6;1566528.4;108656;71.03;609;72020.34;5477.15
Северо-западный федеральный округ;СЗФО;"78";г. Санкт-Петербург;"40000000000";1707;Федеральное государственное бюджетное образовательное учреждение высшего образования «Государственный университет морского и речного флота имени адмирала С.О. Макарова»;ФГБОУ ВО «ГУМРФ имени адмирала С.О. Макарова»;2016;60.87;177.2;5.87;3196.98;166.93;"75";27.25;62.78;29.5869;42.0933;688.5468000000001;90151.9;1626463.3;108656;66.91;579;50112.45;5006.8
Северо-западный федеральный округ;СЗФО;"78";г. Санкт-Петербург;"40000000000";1707;Федеральное государственное бюджетное образовательное учреждение высшего образования «Государственный университет морского и речного флота имени адмирала С.О. Макарова»;ФГБОУ ВО «ГУМРФ имени адмирала С.О. Макарова»;2017;61.89;174.26;6.13;3023.4;189.18;"60";18.17;65.01;39.9312;57.6972;857.9004000000001;88560.6;1536490.3;108656;67.34;564;71475.72;5062.1
Дальневосточный федеральный округ;ДВФО;"25";Приморский край;"05000000000";1709;Федеральное государственное бюджетное образовательное учреждение высшего образования «Морской государственный университет имени адмирала Г.И. Невельского»;МГУ им. адм. Г.И. Невельского;2013;54.14;107.66;1.34;2561.84;13.4;"96.954";4.16;54.82;13.8567;19.250799999999998;98.48269999999998;45189.4;1075336.449;58404;53.4;323;19703.0;3879.7
Дальневосточный федеральный округ;ДВФО;"25";Приморский край;"05000000000";1709;Федеральное государственное бюджетное образовательное учреждение высшего образования «Морской государственный университет имени адмирала Г.И. Невельского»;МГУ им. адм. Г.И. Невельского;2014;50.85;146.75;1.6;2647.92;121.74;"65";4.62;51.59;19.592;26.598000000000003;59.52;64973.9;1172365.2;58348;53.53;310;15686.0;3879.4
Дальневосточный федеральный округ;ДВФО;"25";Приморский край;"05000000000";1709;Федеральное государственное бюджетное образовательное учреждение высшего образования «Морской государственный университет имени адмирала Г.И. Невельского»;МГУ им. адм. Г.И. Невельского;2015;53.92;148.76;1.95;2934.82;154.64;"65";4.83;54.15;13.924;18.7915;171.15900000000002;63072.7;1244363.1;58348;54.51;295;18142.5;3643.7
Дальневосточный федеральный округ;ДВФО;"25";Приморский край;"05000000000";1709;Федеральное государственное бюджетное образовательное учреждение высшего образования «Морской государственный университет имени адмирала Г.И. Невельского»;МГУ им. адм. Г.И. Невельского;2016;53.04;157.98;2.88;3826.05;160.12;"60";27.8;54.12;64.0159;29.361800000000002;161.93839999999997;62719.2;1518940.4;58018;55.18;299;20660.899999999998;3062.45
Дальневосточный федеральный округ;ДВФО;"25";Приморский край;"05000000000";1709;Федеральное государственное бюджетное образовательное учреждение высшего образования «Морской государственный университет имени адмирала Г.И. Невельского»;МГУ им. адм. Г.И. Невельского;2017;53.23;140.27;1.81;5545.28;183.21;"50";15.74;55.1;27.093599999999995;16.7276;260.6836;49971.0;1975507.6;58018;56.94;284;12422.16;3035.9
Центральный федеральный округ;ЦФО;"69";Тверская область;"28000000000";1710;Федеральное государственное бюджетное образовательное учреждение высшего образования «Тверская государственная сельскохозяйственная академия»;ФГБОУ ВО Тверская ГСХА;2013;49.1;65.54;9.25;1526.04;27.19;"98.712";3.14;50.82;1.0626;0.0;89.4516;9910.0;230743.66199999998;37760;62.4;161;212.52;1388.6
Центральный федеральный округ;ЦФО;"69";Тверская область;"28000000000";1710;Федеральное государственное бюджетное образовательное учреждение высшего образования «Тверская государственная сельскохозяйственная академия»;ФГБОУ ВО Тверская ГСХА;2014;51.22;62.35;11.04;1882.51;125.86;"80";3.05;51.98;1.9550999999999998;3.9101999999999997;202.2132;8489.6;256304.0;37760;67.8;133;273.98;1307.2
Центральный федеральный округ;ЦФО;"69";Тверская область;"28000000000";1710;Федеральное государственное бюджетное образовательное учреждение высшего образования «Тверская государственная сельскохозяйственная академия»;ФГБОУ ВО Тверская ГСХА;2015;50.72;74.26;11.15;2022.59;161.33;NaN;51.93;50.31;0.0;7.119000000000001;227.7072;9205.1;250699.8;37760;61.46;126;609.84;1076.7
Центральный федеральный округ;ЦФО;"69";Тверская область;"28000000000";1710;Федеральное государственное бюджетное образовательное учреждение высшего образования «Тверская государственная сельскохозяйственная академия»;ФГБОУ ВО Тверская ГСХА;2016;47.53;68.26;10.54;1682.33;169.79;"65";41.49;46.96;1.1136;4.4416;262.8736;7877.4;194141.2;37760;63.43;128;326.4;957.0
Центральный федеральный округ;ЦФО;"69";Тверская область;"28000000000";1710;Федеральное государственное бюджетное образовательное учреждение высшего образования «Тверская государственная сельскохозяйственная академия»;ФГБОУ ВО Тверская ГСХА;2017;48.7;70.82;11.9;2629.23;192.48;"60";2.04;48.28;1.4580000000000002;1.4580000000000002;534.9024;5247.5;194826.1;37760;82.28;108;954.72;998.6
Приволжский федеральный округ;ПФО;"64";Саратовская область;"63000000000";1711;Федеральное государственное бюджетное образовательное учреждение высшего образования «Саратовский государственный медицинский университет имени В.И. Разумовского» Министерства здравоохранения Российской Федерации;ФГБОУ ВО Саратовский ГМУ им. В.И. Разумовского Минздрава России;2013;73.02;5.82;9.53;1038.34;18.4;"99.871";73.34;86.95;4.9455;23.6285;851.0184999999999;4636.0;827534.708;113337;77.41;785;0.0;5905.9
Приволжский федеральный округ;ПФО;"64";Саратовская область;"63000000000";1711;Федеральное государственное бюджетное образовательное учреждение высшего образования «Саратовский государственный медицинский университет имени В.И. Разумовского» Министерства здравоохранения Российской Федерации;ФГБОУ ВО Саратовский ГМУ им. В.И. Разумовского Минздрава России;2014;66.86;8.9;12.0;2672.17;139.37;"0";75.05;80.16;21.634;33.4954;1084.6840000000002;6148.8;2477059.8;113337;79.65;746;0.0;6118.15
Приволжский федеральный округ;ПФО;"64";Саратовская область;"63000000000";1711;Федеральное государственное бюджетное образовательное учреждение высшего образования «Саратовский государственный медицинский университет имени В.И. Разумовского» Министерства здравоохранения Российской Федерации;ФГБОУ ВО Саратовский ГМУ им. В.И. Разумовского Минздрава России;2015;67.86;56.31;16.4;4167.79;158.87;"70";71.07;79.67;42.7488;45.8232;1623.6492;39551.7;2927452.2;110943;78.4;732;12839.279999999999;6483.1
Приволжский федеральный округ;ПФО;"64";Саратовская область;"63000000000";1711;Федеральное государственное бюджетное образовательное учреждение высшего образования «Саратовский государственный медицинский университет имени В.И. Разумовского» Министерства здравоохранения Российской Федерации;ФГБОУ ВО Саратовский ГМУ им. В.И. Разумовского Минздрава России;2016;70.12;76.61;16.85;5348.36;147.67;"80";72.19;80.17;39.8176;54.243199999999995;1557.3023999999998;66550.3;4645849.2;116735;75.67;736;10591.04;6591.75
Приволжский федеральный округ;ПФО;"64";Саратовская область;"63000000000";1711;Федеральное государственное бюджетное образовательное учреждение высшего образования «Саратовский государственный медицинский университет имени В.И. Разумовского» Министерства здравоохранения Российской Федерации;ФГБОУ ВО Саратовский ГМУ им. В.И. Разумовского Минздрава России;2017;69.02;82.46;16.99;5274.07;187.72;"80";71.92;79.45;146.8935;117.51480000000001;1149.9246;67542.8;4319725.9;116301;73.33;729;11015.189999999999;6773.1
Северо-Кавказский федеральный округ;СКФО;"7";Кабардино-Балкарская Республика;"83000000000";1712;Федеральное государственное бюджетное образовательное учреждение высшего образования «Северо-Кавказский государственный институт искусств»;Северо-Кавказский государственный институт искусств;2013;64.03;81.66;0.88;1793.57;29.75;"91.111";55.99;60.1;0.806;1.6058;16.8764;4253.9;138373.46600000001;7405;14.01;62;0.0;248.9
Северо-Кавказский федеральный округ;СКФО;"7";Кабардино-Балкарская Республика;"83000000000";1712;Федеральное государственное бюджетное образовательное учреждение высшего образования «Северо-Кавказский государственный институт искусств»;Северо-Кавказский государственный институт искусств;2014;69.99;299.28;1.67;1652.86;128.94;"65";51.72;60.93;0.8694;0.8694;8.6688;1435.3;120162.7;7405;30.16;63;0.0;258.1
Северо-Кавказский федеральный округ;СКФО;"7";Кабардино-Балкарская Республика;"83000000000";1712;Федеральное государственное бюджетное образовательное учреждение высшего образования «Северо-Кавказский государственный институт искусств»;Северо-Кавказский государственный институт искусств;2015;67.07;241.01;1.56;1942.24;147.9;NaN;52.17;60.19;2.7776000000000005;0.9238;44.485;4295.5;129935.8;7405;33.5;62;0.0;218.0
Северо-Кавказский федеральный округ;СКФО;"7";Кабардино-Балкарская Республика;"83000000000";1712;Федеральное государственное бюджетное образовательное учреждение высшего образования «Северо-Кавказский государственный институт искусств»;Северо-Кавказский государственный институт искусств;2016;61.98;224.22;1.18;2048.55;146.98;"65";54.63;53.99;16.342200000000002;2.5829999999999997;43.0038;2652.6;150056.6;7405;30.19;63;0.0;203.3
Северо-Кавказский федеральный округ;СКФО;"7";Кабардино-Балкарская Республика;"83000000000";1712;Федеральное государственное бюджетное образовательное учреждение высшего образования «Северо-Кавказский государственный институт искусств»;Северо-Кавказский государственный институт искусств;2017;71.77;139.6;1.88;2016.53;190.91;"70";61.21;57.26;0.6713000000000001;4.704;40.327;2696.0;147005.4;7405;41.04;49;0.0;191.7
Уральский федеральный округ;УФО;"72";Тюменская область;"71000000000";1713;Федеральное государственное бюджетное образовательное учреждение высшего образования «Государственный аграрный университет Северного Зауралья»;ФГБОУ ВО ГАУ Северного Зауралья;2013;55.18;73.66;1.11;1531.29;14.28;"98.887";3.54;57.66;1.686;0.843;147.30020000000002;24590.0;511227.904;59892;63.72;281;11622.16;3097.6
Уральский федеральный округ;УФО;"72";Тюменская область;"71000000000";1713;Федеральное государственное бюджетное образовательное учреждение высшего образования «Государственный аграрный университет Северного Зауралья»;ФГБОУ ВО ГАУ Северного Зауралья;2014;54.34;87.03;1.88;1504.62;160.39;"0";3.55;54.56;3.0992;0.7748;318.88980000000004;33345.4;580973.7;59892;61.67;298;18547.52;3315.75
Уральский федеральный округ;УФО;"72";Тюменская область;"71000000000";1713;Федеральное государственное бюджетное образовательное учреждение высшего образования «Государственный аграрный университет Северного Зауралья»;ФГБОУ ВО ГАУ Северного Зауралья;2015;52.83;87.63;2.4;1786.19;144.33;"80";59.57;53.33;2.9274;1.9516000000000002;496.25169999999997;25846.0;526836.1;46081;61.27;287;23866.92;3051.95
Уральский федеральный округ;УФО;"72";Тюменская область;"71000000000";1713;Федеральное государственное бюджетное образовательное учреждение высшего образования «Государственный аграрный университет Северного Зауралья»;ФГБОУ ВО ГАУ Северного Зауралья;2016;51.6;123.49;3.14;2276.35;170.17;"70";72.83;54.44;14.026200000000001;27.064300000000003;958.9872;29700.0;547461.7;46092;68.53;241;28558.5;2798.75
Уральский федеральный округ;УФО;"72";Тюменская область;"71000000000";1713;Федеральное государственное бюджетное образовательное учреждение высшего образования «Государственный аграрный университет Северного Зауралья»;ФГБОУ ВО ГАУ Северного Зауралья;2017;55.03;125.14;3.85;2761.29;195.41;"70";62.27;56.09;14.428799999999999;25.012800000000002;1111.9895999999999;28100.0;620048.0;54336;67.56;216;25587.359999999997;2395.7
Северо-западный федеральный округ;СЗФО;"78";г. Санкт-Петербург;"40000000000";1714;Федеральное государственное бюджетное образовательное учреждение высшего образования «Санкт-Петербургский государственный университет ветеринарной медицины»;ФГБОУ ВО «Санкт-Петербургский государственный университет ветеринарной медицины»,  ФГБОУ ВО СПбГУВМ;2014;64.67;124.1;3.04;1926.88;129.77;"75";67.16;70.51;0.0;2.116;230.46;21500.0;333832.0;23794;80.22;184;10543.199999999999;2134.25
Северо-западный федеральный округ;СЗФО;"78";г. Санкт-Петербург;"40000000000";1714;Федеральное государственное бюджетное образовательное учреждение высшего образования «Санкт-Петербургский государственный университет ветеринарной медицины»;ФГБОУ ВО «Санкт-Петербургский государственный университет ветеринарной медицины»,  ФГБОУ ВО СПбГУВМ;2015;66.4;133.47;5.19;2194.01;141.88;"70";76.1;72.06;0.0;5.5014;519.0;20955.0;344459.9;23794;81.71;173;22934.61;2302.4
Северо-западный федеральный округ;СЗФО;"78";г. Санкт-Петербург;"40000000000";1714;Федеральное государственное бюджетное образовательное учреждение высшего образования «Санкт-Петербургский государственный университет ветеринарной медицины»;ФГБОУ ВО «Санкт-Петербургский государственный университет ветеринарной медицины»,  ФГБОУ ВО СПбГУВМ;2016;67.96;135.66;2.55;2390.23;182.77;"70";81.57;73.82;8.439200000000001;11.596200000000001;471.16299999999995;19820.0;349212.4;23794;81.98;154;22015.84;2402.9
Северо-западный федеральный округ;СЗФО;"78";г. Санкт-Петербург;"40000000000";1714;Федеральное государственное бюджетное образовательное учреждение высшего образования «Санкт-Петербургский государственный университет ветеринарной медицины»;ФГБОУ ВО «Санкт-Петербургский государственный университет ветеринарной медицины»,  ФГБОУ ВО СПбГУВМ;2017;68.55;132.23;5.33;3176.93;179.63;"65";76.14;73.51;5.2812;25.3139;578.1447000000001;20429.0;490835.0;23848;76.27;163;20890.079999999998;2392.45
Сибирский федеральный округ;СФО;"54";Новосибирская область;"50000000000";1715;Федеральное государственное бюджетное образовательное учреждение высшего образования «Сибирский государственный университет путей сообщения»;ФГБОУ ВО «Сибирский государственный университет путей сообщения», ФГБОУ ВО СГУПС и СГУПС;2013;64.06;456.37;3.08;2137.76;8.91;"99.301";4.21;74.96;18.113;11.092;366.154;267659.1;1253775.0;60950;66.48;590;224217.69999999998;6843.75
Сибирский федеральный округ;СФО;"54";Новосибирская область;"50000000000";1715;Федеральное государственное бюджетное образовательное учреждение высшего образования «Сибирский государственный университет путей сообщения»;ФГБОУ ВО «Сибирский государственный университет путей сообщения», ФГБОУ ВО СГУПС и СГУПС;2014;58.92;398.9;3.34;1935.46;166.21;"85";4.35;70.95;10.800800000000002;15.7316;464.49309999999997;237925.0;1212132.8;60950;66.38;587;217730.04;6856.85
Сибирский федеральный округ;СФО;"54";Новосибирская область;"50000000000";1715;Федеральное государственное бюджетное образовательное учреждение высшего образования «Сибирский государственный университет путей сообщения»;ФГБОУ ВО «Сибирский государственный университет путей сообщения», ФГБОУ ВО СГУПС и СГУПС;2015;59.91;399.03;3.64;2104.08;179.79;NaN;4.64;71.21;19.709600000000002;16.756;733.9696;230059.3;1213105.4;60950;68.25;568;226649.03999999998;6338.15
Сибирский федеральный округ;СФО;"54";Новосибирская область;"50000000000";1715;Федеральное государственное бюджетное образовательное учреждение высшего образования «Сибирский государственный университет путей сообщения»;ФГБОУ ВО «Сибирский государственный университет путей сообщения», ФГБОУ ВО СГУПС и СГУПС;2016;63.02;424.98;4.25;2245.62;177.31;"80";4.23;74.52;15.2613;19.309099999999997;743.92;228744.1;1208702.5;60950;65.62;547;232316.37;6322.8
Сибирский федеральный округ;СФО;"54";Новосибирская область;"50000000000";1715;Федеральное государственное бюджетное образовательное учреждение высшего образования «Сибирский государственный университет путей сообщения»;ФГБОУ ВО «Сибирский государственный университет путей сообщения», ФГБОУ ВО СГУПС и СГУПС;2017;59.1;451.74;4.4;2209.01;179.16;"80";4.57;71.49;58.083999999999996;32.5;525.668;238630.2;1166911.3;58936;66.72;520;234254.80000000002;6063.65
Центральный федеральный округ;ЦФО;"77";г. Москва;"45000000000";1716;Федеральное государственное бюджетное образовательное учреждение высшего образования «Российская государственная академия интеллектуальной собственности»;ФГБОУ ВО РГАИС;2013;69.62;123.26;4.22;2708.86;14.41;"99.206";5.06;82.31;0.0;0.0;27.683399999999995;5423.3;119187.32;7618;77.78;58;5662.54;528.5
Центральный федеральный округ;ЦФО;"77";г. Москва;"45000000000";1716;Федеральное государственное бюджетное образовательное учреждение высшего образования «Российская государственная академия интеллектуальной собственности»;ФГБОУ ВО РГАИС;2014;61.94;308.95;2.79;2960.17;106.3;"90";5.9;69.9;0.0;0.0;58.66700000000001;13439.2;128767.2;7618;79.03;58;13631.16;462.3
Центральный федеральный округ;ЦФО;"77";г. Москва;"45000000000";1716;Федеральное государственное бюджетное образовательное учреждение высшего образования «Российская государственная академия интеллектуальной собственности»;ФГБОУ ВО РГАИС;2015;66.62;336.71;1.79;2999.16;141.81;NaN;6.8;74.05;0.0;0.0;126.4842;14950.0;133162.7;7618;73.98;54;20725.2;382.0
Центральный федеральный округ;ЦФО;"77";г. Москва;"45000000000";1716;Федеральное государственное бюджетное образовательное учреждение высшего образования «Российская государственная академия интеллектуальной собственности»;ФГБОУ ВО РГАИС;2016;69.0;113.8;3.39;2745.76;135.07;"75";6.89;83.52;0.0;4.65;91.86;4893.2;118067.6;7618;83.76;50;5690.0;415.05
Центральный федеральный округ;ЦФО;"77";г. Москва;"45000000000";1716;Федеральное государственное бюджетное образовательное учреждение высшего образования «Российская государственная академия интеллектуальной собственности»;ФГБОУ ВО РГАИС;2017;64.8;0.0;3.41;2672.78;130.02;"80";6.91;76.8;0.0;5.4003;112.3676;0.0;116265.9;7815;83.76;47;10972.62;428.05
Центральный федеральный округ;ЦФО;"77";г. Москва;"45000000000";1717;Федеральное государственное бюджетное образовательное учреждение высшего образования «Российский институт театрального искусства - ГИТИС»;Российский институт театрального искусства - ГИТИС;2013;69.55;169.57;9.82;2903.07;30.8;"100";31.69;67.71;0.0;0.0;23.179500000000004;15200.6;439668.75;28874;47.03;135;13136.85;937.5
Центральный федеральный округ;ЦФО;"77";г. Москва;"45000000000";1717;Федеральное государственное бюджетное образовательное учреждение высшего образования «Российский институт театрального искусства - ГИТИС»;Российский институт театрального искусства - ГИТИС;2014;70.27;409.23;9.32;2543.16;127.3;"75";34.39;67.74;0.0;0.0;20.9125;67636.5;554875.0;28874;58.22;125;28227.5;962.5
Центральный федеральный округ;ЦФО;"77";г. Москва;"45000000000";1717;Федеральное государственное бюджетное образовательное учреждение высшего образования «Российский институт театрального искусства - ГИТИС»;Российский институт театрального искусства - ГИТИС;2015;70.92;542.26;8.31;2950.44;154.62;NaN;10.9;68.58;0.0;0.0;43.348499999999994;43155.5;469857.5;28874;59.5;117;4875.39;903.8
Центральный федеральный округ;ЦФО;"77";г. Москва;"45000000000";1717;Федеральное государственное бюджетное образовательное учреждение высшего образования «Российский институт театрального искусства - ГИТИС»;Российский институт театрального искусства - ГИТИС;2016;68.71;381.04;7.58;3250.93;170.1;"0";31.05;70.89;0.0;0.0;57.24179999999999;58127.2;495928.8;28874;54.51;118;3975.4199999999996;972.1
Центральный федеральный округ;ЦФО;"77";г. Москва;"45000000000";1717;Федеральное государственное бюджетное образовательное учреждение высшего образования «Российский институт театрального искусства - ГИТИС»;Российский институт театрального искусства - ГИТИС;2017;72.2;545.09;6.99;4336.81;168.04;"55";29.8;73.22;0.0;0.0;29.1536;62821.9;499817.2;28874;58.15;112;7115.360000000001;1045.9
Южный федеральный округ;ЮФО;"30";Астраханская область;"12000000000";1718;Федеральное государственное бюджетное образовательное учреждение высшего образования «Астраханский государственный медицинский университет» Министерства здравоохранения Российской Федерации;ФГБОУ ВО Астраханский ГМУ Минздрава России;2013;78.4;50.38;10.87;1055.44;10.55;"99.686";86.64;86.81;2.9036;7.7714;240.40099999999998;22191.3;464937.39599999995;36899;78.4;427;5888.33;3470.2
Южный федеральный округ;ЮФО;"30";Астраханская область;"12000000000";1718;Федеральное государственное бюджетное образовательное учреждение высшего образования «Астраханский государственный медицинский университет» Министерства здравоохранения Российской Федерации;ФГБОУ ВО Астраханский ГМУ Минздрава России;2014;66.79;58.66;17.33;846.8;121.34;"60";82.61;79.2;3.6936;21.112799999999996;223.16639999999998;29124.6;603590.7;36899;70.29;456;0.0;3542.1
Южный федеральный округ;ЮФО;"30";Астраханская область;"12000000000";1718;Федеральное государственное бюджетное образовательное учреждение высшего образования «Астраханский государственный медицинский университет» Министерства здравоохранения Российской Федерации;ФГБОУ ВО Астраханский ГМУ Минздрава России;2015;64.0;66.38;23.71;1196.53;148.13;"70";56.9;73.81;2.6622;19.4616;245.84040000000002;34451.4;620998.4;38075;70.34;459;13774.59;3798.9
Южный федеральный округ;ЮФО;"30";Астраханская область;"12000000000";1718;Федеральное государственное бюджетное образовательное учреждение высшего образования «Астраханский государственный медицинский университет» Министерства здравоохранения Российской Федерации;ФГБОУ ВО Астраханский ГМУ Минздрава России;2016;63.74;54.09;29.87;1279.09;150.16;"65";70.82;73.6;9.765;51.57;688.005;27381.5;647539.8;38075;70.47;450;20839.5;4036.1
Южный федеральный округ;ЮФО;"30";Астраханская область;"12000000000";1718;Федеральное государственное бюджетное образовательное учреждение высшего образования «Астраханский государственный медицинский университет» Министерства здравоохранения Российской Федерации;ФГБОУ ВО Астраханский ГМУ Минздрава России;2017;59.19;51.85;35.26;1511.73;182.59;"65";73.81;78.26;13.210799999999999;31.174;751.0536;23926.6;697665.6;38075;73.74;436;22815.88;4386.6
Сибирский федеральный округ;СФО;"54";Новосибирская область;"50000000000";1719;Федеральное государственное бюджетное образовательное учреждение высшего образования «Сибирский государственный университет телекоммуникаций и информатики»;СибГУТИ;2013;60.25;93.83;4.82;1826.64;11.67;"98.919";2.34;78.22;26.9104;35.862;123.90460000000002;31994.9;622878.696;48174;48.73;278;15373.4;4129.4
Сибирский федеральный округ;СФО;"54";Новосибирская область;"50000000000";1719;Федеральное государственное бюджетное образовательное учреждение высшего образования «Сибирский государственный университет телекоммуникаций и информатики»;СибГУТИ;2014;64.55;50.24;7.01;1412.4;142.99;"80";4.03;69.31;24.9076;37.6972;80.09559999999999;21798.2;612771.9;58079;49.51;292;5822.4800000000005;3866.1
Сибирский федеральный округ;СФО;"54";Новосибирская область;"50000000000";1719;Федеральное государственное бюджетное образовательное учреждение высшего образования «Сибирский государственный университет телекоммуникаций и информатики»;СибГУТИ;2015;60.52;59.03;5.14;1490.89;138.61;"75";3.26;65.18;21.063;36.285;128.502;23985.8;605822.0;42326;49.76;295;11047.75;3707.7
Сибирский федеральный округ;СФО;"54";Новосибирская область;"50000000000";1719;Федеральное государственное бюджетное образовательное учреждение высшего образования «Сибирский государственный университет телекоммуникаций и информатики»;СибГУТИ;2016;61.6;27.03;5.09;1552.27;157.39;"80";3.3;67.98;57.92850000000001;37.611;0.0;11315.9;649858.3;42166;47.68;315;5695.2;3626.9
Сибирский федеральный округ;СФО;"54";Новосибирская область;"50000000000";1719;Федеральное государственное бюджетное образовательное учреждение высшего образования «Сибирский государственный университет телекоммуникаций и информатики»;СибГУТИ;2017;62.41;52.65;5.2;1604.5;181.37;"80";3.2;70.69;37.360400000000006;69.608;307.2916;19105.5;582191.5;42166;48.27;308;13244.0;3332.8
Северо-западный федеральный округ;СЗФО;"78";г. Санкт-Петербург;"40000000000";1720;Федеральное государственное бюджетное образовательное учреждение высшего образования «Санкт-Петербургский государственный институт культуры»;Санкт-Петербургский государственный институт культуры;2013;70.21;97.19;5.35;1841.5;5.67;"98.845";60.93;71.25;0.0;2.821;1520.4756;41664.0;846255.138;24237;58.93;434;1497.3000000000002;4273.8
Северо-западный федеральный округ;СЗФО;"78";г. Санкт-Петербург;"40000000000";1720;Федеральное государственное бюджетное образовательное учреждение высшего образования «Санкт-Петербургский государственный институт культуры»;Санкт-Петербургский государственный институт культуры;2014;70.27;148.46;5.52;2093.15;125.0;"65";60.77;71.38;0.0;3.8606;228.651;25457.0;867087.3;24237;56.85;398;0.0;3886.75
Северо-западный федеральный округ;СЗФО;"78";г. Санкт-Петербург;"40000000000";1720;Федеральное государственное бюджетное образовательное учреждение высшего образования «Санкт-Петербургский государственный институт культуры»;Санкт-Петербургский государственный институт культуры;2015;71.97;231.17;7.74;2160.48;133.0;"75";63.33;75.12;0.0;5.968000000000001;358.7887;51089.9;808560.1;24236;61.24;373;3778.4900000000002;3180.1
Северо-западный федеральный округ;СЗФО;"78";г. Санкт-Петербург;"40000000000";1720;Федеральное государственное бюджетное образовательное учреждение высшего образования «Санкт-Петербургский государственный институт культуры»;Санкт-Петербургский государственный институт культуры;2016;71.22;264.53;8.39;2360.25;168.57;"75";60.2;74.33;0.0;5.742000000000001;420.816;53463.5;812516.5;24236;58.3;330;25918.2;3217.6
Северо-западный федеральный округ;СЗФО;"78";г. Санкт-Петербург;"40000000000";1720;Федеральное государственное бюджетное образовательное учреждение высшего образования «Санкт-Петербургский государственный институт культуры»;Санкт-Петербургский государственный институт культуры;2017;74.87;273.54;9.27;2207.42;115.56;"70";59.65;77.78;15.611;4.891;487.99449999999996;54576.3;757698.5;24236;58.61;335;27165.15;3189.45
Северо-западный федеральный округ;СЗФО;"78";г. Санкт-Петербург;"40000000000";1722;Федеральное государственное бюджетное образовательное учреждение высшего образования «Российский государственный институт сценических искусств»;Российский государственный институт сценических искусств;2013;75.73;193.19;8.01;1455.87;11.93;"100";64.34;64.29;0.0;0.0;38.5923;36483.0;274941.0315;11430;36.64;197;453.09999999999997;958.35
Северо-западный федеральный округ;СЗФО;"78";г. Санкт-Петербург;"40000000000";1722;Федеральное государственное бюджетное образовательное учреждение высшего образования «Российский государственный институт сценических искусств»;Российский государственный институт сценических искусств;2014;79.93;184.68;9.27;1420.63;111.45;"85";64.6;63.56;0.0;0.0;46.065;36336.7;279509.8;11430;36.13;185;375.54999999999995;963.3
Северо-западный федеральный округ;СЗФО;"78";г. Санкт-Петербург;"40000000000";1722;Федеральное государственное бюджетное образовательное учреждение высшего образования «Российский государственный институт сценических искусств»;Российский государственный институт сценических искусств;2015;76.67;250.39;11.98;1470.39;105.39;"80";65.68;66.95;0.0;0.0;37.1574;48401.3;284227.3;11430;35.59;189;1014.9300000000001;960.7
Северо-западный федеральный округ;СЗФО;"78";г. Санкт-Петербург;"40000000000";1722;Федеральное государственное бюджетное образовательное учреждение высшего образования «Российский государственный институт сценических искусств»;Российский государственный институт сценических искусств;2016;75.51;268.26;11.7;1733.81;112.28;"75";67.86;70.36;1.0044000000000002;0.0;74.4;49627.6;320755.5;11430;34.2;186;1692.6;966.95
Северо-западный федеральный округ;СЗФО;"78";г. Санкт-Петербург;"40000000000";1722;Федеральное государственное бюджетное образовательное учреждение высшего образования «Российский государственный институт сценических искусств»;Российский государственный институт сценических искусств;2017;77.31;182.0;15.13;1885.59;106.9;"80";68.45;82.93;1.0017;1.0017;89.1891;6575.3;355623.2;11718;33.14;189;2579.85;1000.55
